Date,Close,High,Low,Open,Volume
2021/5/27,536.3709717,536.3709717,528.0765752,534.5277725,62169719
2021/5/28,543.7437744,545.5869736,536.3709775,540.9789756,29086873
2021/5/31,550.1950073,550.1950073,543.7438096,548.351808,30657474
2021/6/1,551.1166382,552.0382379,548.351839,551.1166382,17818326
2021/6/2,548.3519287,552.9599281,546.508729,552.9599281,21872755
2021/6/3,549.2733765,552.959775,549.2733765,552.959775,21077164
2021/6/4,548.3519287,548.3519287,543.7439293,544.6655292,15756180
2021/6/7,545.5869751,548.351774,537.2925785,547.4301743,17077625
2021/6/8,542.8222046,548.3518026,541.9006049,543.7438043,13396324
2021/6/9,540.0574341,541.9006335,537.2926349,540.0574341,20023490
2021/6/10,552.0380859,552.0380859,540.9788922,544.6652901,28527745
2021/6/11,554.8031006,555.7247004,552.9599009,554.8031006,24227710
2021/6/15,561.2542725,561.2542725,558.4894731,559.4110729,26012250
2021/6/16,557.5678101,560.3326091,557.5678101,560.3326091,25856919
2021/6/17,560.8067627,560.8067627,553.4033731,556.1796442,22872361
2021/6/18,558.0304565,562.6575748,556.1796093,562.6575748,32652017
2021/6/21,539.5220337,549.7016947,539.5220337,545.9999998,44279632
2021/6/22,534.8950195,544.1492586,534.8950195,541.3729869,27823974
2021/6/23,550.6272583,553.4035302,537.6713228,539.5221707,34392376
2021/6/24,545.999939,553.403328,544.1490917,553.403328,16524230
2021/6/25,546.925415,553.403381,545.0745676,553.403381,18841696
2021/6/28,545.999939,545.999939,542.2982445,545.999939,15028407
2021/6/29,550.6272583,553.4035302,546.9255624,553.4035302,28659610
2021/6/30,550.6272583,554.3289542,550.6272583,554.3289542,24883853
2021/7/1,548.7763062,552.4780013,546.9254586,551.5525775,18250994
2021/7/2,544.1491699,548.7762887,543.2237462,546.0000174,18322419
2021/7/5,546.925415,552.4779573,544.1491439,544.1491439,28836816
2021/7/6,547.8508301,551.5525249,545.074559,550.6271012,12997112
2021/7/7,549.7017822,549.7017822,544.149239,546.0000867,16966158
2021/7/8,544.1491699,550.6271362,544.1491699,550.6271362,21140426
2021/7/9,540.4475098,541.3729336,536.7458145,538.5966621,29029415
2021/7/12,548.7763062,552.4780013,546.0000348,550.6271537,31304547
2021/7/13,561.7321777,562.6576014,554.3287882,555.2542119,52540315
2021/7/14,567.284729,569.1355764,562.6576105,567.284729,38418875
2021/7/15,568.210083,568.210083,562.6575415,567.2846594,22012834
2021/7/16,545.074646,550.6271891,544.1492221,546.9254937,57970545
2021/7/19,538.5965576,540.4474049,534.8948631,539.5219813,40644341
2021/7/20,537.6712646,540.4475362,535.8204169,535.8204169,15354333
2021/7/21,541.3728027,542.2982263,536.7456848,542.2982263,25828732
2021/7/22,546.925415,549.7016862,543.2237202,545.0745676,26058172
2021/7/23,541.3728027,547.8507679,539.5219555,547.8507679,15271451
2021/7/26,536.7458496,546.9255123,536.7458496,546.9255123,21619179
2021/7/27,536.7458496,540.4475451,536.7458496,537.6712735,17785992
2021/7/28,535.8203735,535.8203735,530.2678308,533.0441022,36158305
2021/7/29,539.5220337,541.3728811,533.9694913,541.3728811,23224896
2021/7/30,536.7458496,538.5966974,534.8950019,537.6712735,18999281
2021/8/2,545.999939,545.999939,536.7457027,539.5219736,23482491
2021/8/3,549.7017822,549.7017822,546.0000867,549.7017822,22747702
2021/8/4,551.5525513,553.4033988,549.7017038,553.4033988,20313271
2021/8/5,551.5525513,553.4033988,548.77628,553.4033988,15116242
2021/8/6,546.925415,551.5525336,544.1491439,551.5525336,13687213
2021/8/9,550.6272583,550.6272583,539.5221707,546.0001385,17390951
2021/8/10,546.925415,551.5525336,545.0745676,551.5525336,17190865
2021/8/11,545.999939,545.999939,541.3728208,545.999939,19969687
2021/8/12,542.2982788,544.1491262,540.4474314,542.2982788,15444622
2021/8/13,537.6712646,541.3729601,535.8204169,541.3729601,22524428
2021/8/16,540.4475098,542.2983574,534.8949669,538.5966621,19315705
2021/8/17,540.4475098,540.4475098,540.4475098,540.4475098,0
2021/8/18,531.1932373,532.1186611,523.7898472,525.6406948,43716164
2021/8/19,517.3118896,530.2678225,517.3118896,530.2678225,38868947
2021/8/20,510.8338623,521.0135226,509.9084386,518.2372516,45614061
2021/8/23,523.789856,529.3423986,517.3118895,518.2373133,33685159
2021/8/24,529.3423462,532.1186172,528.4169225,531.1931936,24844800
2021/8/25,541.3728027,541.3728027,531.1931432,535.8202612,27504657
2021/8/26,549.7017822,558.0305971,546.9255106,556.1797494,43822008
2021/8/27,554.3286743,555.2540978,548.7761333,551.5524038,27105651
2021/8/30,559.8814087,559.8814087,554.3288658,557.1051372,36575609
2021/8/31,568.210083,568.210083,553.4033056,558.9558471,52721470
2021/9/1,567.284729,568.2101527,562.6576105,568.2101527,30092045
2021/9/2,561.7321777,569.1355672,561.7321777,567.2847199,24112463
2021/9/3,573.7626953,573.7626953,564.5084583,564.5084583,51562454
2021/9/6,583.9421997,590.4201639,574.6879652,576.5388121,55589014
2021/9/7,576.5391235,586.718787,576.5391235,586.718787,26526056
2021/9/8,572.8374023,580.2407937,566.359435,575.6136741,37817737
