Date,Close,High,Low,Open,Volume
2020/3/3,7.098143578,7.204482703,7.098143578,7.169036328,14332084
2020/3/4,7.266513824,7.266513824,7.089281945,7.089281945,14418205
2020/3/5,7.372853279,7.39057689,7.275375952,7.301960524,12820298
2020/3/6,7.177898407,7.310822107,7.177898407,7.310822107,12255877
2020/3/9,7.071558475,7.133589842,7.062696671,7.098143468,19536169
2020/3/10,7.177898407,7.195621173,7.009527485,7.009527485,17622644
2020/3/11,7.080420017,7.222205518,7.080420017,7.115866393,15109961
2020/3/12,6.787987232,7.080420041,6.743679474,7.080420041,24935594
2020/3/13,6.451247215,6.451247215,6.211983949,6.380354036,37907660
2020/3/16,6.185399055,6.451247321,6.185399055,6.451247321,26999376
2020/3/17,5.751179695,5.981581558,5.751179695,5.937273377,28964382
2020/3/18,5.316961288,5.786626388,5.272653109,5.760041396,37949187
2020/3/19,4.87388134,5.184037341,4.87388134,5.184037341,40341975
2020/3/20,5.086559772,5.361269829,4.99794383,5.006805635,40291010
2020/3/23,5.405577183,5.476469932,4.89160433,5.068836202,28705767
2020/3/24,5.653702736,5.919550569,5.405577669,5.405577669,35449832
2020/3/25,6.211983204,6.211983204,5.981581349,6.025889528,47562422
2020/3/26,6.211983204,6.557585564,6.114505464,6.398076457,32929642
2020/3/27,6.025889874,6.336045877,6.025889874,6.336045877,26556660
2020/3/30,5.990443707,6.123367411,5.777765019,5.937273718,18067086
2020/3/31,5.85751915,6.176536524,5.848657345,6.096782391,22999212
2020/4/1,5.786626339,5.892965462,5.760041347,5.875242275,17970361
2020/4/6,5.751179695,5.804349681,5.582809623,5.795487876,22592670
2020/4/7,5.87524271,5.954996847,5.760041773,5.848657716,20669803
2020/4/8,6.229706764,6.274014523,5.760041644,5.875242579,35259533
2020/4/9,6.486692905,6.814572083,6.23856786,6.247429665,59569471
2020/4/10,6.398077011,6.468970188,6.256291502,6.424662005,18803906
2020/4/13,6.362630367,6.468969917,6.318322609,6.424661736,13503296
2020/4/14,6.406938076,6.424661263,6.33604533,6.33604533,15844773
2020/4/15,6.575309277,6.619617037,6.433523768,6.433523768,25694688
2020/4/16,6.362630367,6.4778313,6.362630367,6.4778313,25408538
2020/4/17,6.353768826,6.46010795,6.353768826,6.424661575,22439086
2020/4/20,6.274014473,6.336045842,6.203121721,6.336045842,15663708
2020/4/21,6.203121662,6.291737601,6.203121662,6.274014414,15258233
2020/4/22,6.185399055,6.203122245,5.990443971,6.132229487,11420132
2020/4/23,6.238568306,6.30946106,6.176536935,6.194260123,10798992
2020/4/24,6.229706764,6.229706764,6.141090401,6.220844959,10734312
2020/4/27,6.309461117,6.309461117,6.238568362,6.265153356,12579002
2020/4/28,6.72595644,6.72595644,6.371492255,6.371492255,56454275
2020/4/29,7.195621014,7.239929194,6.796849077,6.796849077,69837441
2020/4/30,7.310822487,7.532362562,7.204483352,7.275376109,54102509
2020/5/4,7.089282036,7.089282036,6.850018784,6.912050154,24577973
2020/5/5,7.009527206,7.089281761,6.982942636,7.089281761,13393701
2020/5/6,6.823433876,7.018389371,6.823433876,7.009527566,21202426
2020/5/7,6.903188229,7.000665973,6.743679538,6.779125913,11947112
2020/5/8,6.920911312,7.000665868,6.91204993,7.000665868,14084366
2020/5/11,7.14245224,7.301960516,7.071559063,7.080420446,22631759
2020/5/12,7.204482555,7.248790735,7.044973448,7.115866197,22595721
2020/5/13,7.151312828,7.195621009,7.098143687,7.124728258,14473576
2020/5/14,7.124728203,7.222205524,7.098143633,7.115866398,12595513
2020/5/15,7.115866661,7.19562122,7.036112525,7.186759414,10859161
2020/5/18,7.089282036,7.151312983,7.08042023,7.089282036,7615918
2020/5/19,7.390576839,7.399438645,7.195621342,7.266514097,51509346
2020/5/20,7.381714821,7.665285831,7.381714821,7.620978494,37512475
2020/5/21,7.488053799,7.57667016,7.443745618,7.443745618,19259660
2020/5/22,7.301959991,7.479191866,7.266513617,7.479191866,13616094
2020/5/25,7.319684505,7.39943907,7.248791747,7.301960893,13313297
2020/5/26,7.319684505,7.417161837,7.319684505,7.355130885,12948296
2020/5/27,7.44374609,7.452607896,7.355130568,7.363992374,12520034
2020/5/28,7.390576839,7.505777777,7.319684085,7.496915971,13045150
2020/5/29,7.266513824,7.355130187,7.222205643,7.355130187,23405764
2020/6/1,7.381714821,7.381714821,7.301960263,7.301960263,10592705
2020/6/2,7.363992214,7.399438591,7.319684032,7.399438591,5112457
2020/6/3,7.408299446,7.443745823,7.363992109,7.408299446,12992259
2020/6/4,7.46146965,7.576670588,7.408299661,7.479192416,25529549
2020/6/5,7.771626472,7.975442942,7.532362779,7.532362779,76041073
2020/6/8,7.824794292,7.966579786,7.780486115,7.957717981,42747185
2020/6/9,7.824794292,7.922271608,7.798209724,7.922271608,16330516
2020/6/10,7.798210621,7.824795193,7.771626049,7.824795193,15190263
2020/6/11,7.647562981,7.833656665,7.62097841,7.798210289,15958180
2020/6/12,7.496916294,7.496916294,7.195621652,7.26651441,16171120
2020/6/15,7.496916294,7.532362673,7.355130779,7.532362673,9763709
2020/6/16,7.514637947,7.56780793,7.4437452,7.532361556,15736815
2020/6/17,7.44374609,7.603255212,7.363992374,7.603255212,21893545
2020/6/18,7.337407112,7.443746248,7.337407112,7.443746248,15698660
2020/6/19,7.310822487,7.381715243,7.310822487,7.337407059,13186396
2020/6/22,7.239929199,7.310821951,7.239929199,7.310821951,10982288
2020/6/23,7.293097973,7.337406151,7.239928835,7.239928835,7227816
2020/6/24,7.434884548,7.443745508,7.337406383,7.346268188,14660716
2020/6/29,7.266513824,7.372852952,7.239929254,7.372852952,11401261
2020/6/30,7.266513824,7.346268382,7.266513824,7.346268382,6985822
2020/7/1,7.284237385,7.310821955,7.257651969,7.27537558,4960542
2020/7/2,7.25765276,7.293099139,7.248791798,7.293099139,5465601
2020/7/3,7.284237385,7.337406526,7.266513774,7.266513774,6082486
2020/7/6,7.284237385,7.337406526,7.284237385,7.284237385,9782874
2020/7/7,7.417160511,7.43488412,7.266513215,7.301959588,14881498
2020/7/8,7.337407112,7.443746248,7.337407112,7.426023481,10800802
2020/7/9,7.266513824,7.381714757,7.266513824,7.346268382,13308987
2020/7/10,7.222205639,7.328545612,7.222205639,7.26651382,12704885
2020/7/13,7.177898407,7.239929354,7.160174796,7.222205744,13821982
2020/7/14,7.089282036,7.177898399,7.089282036,7.177898399,14664521
2020/7/15,7.098143578,7.160174523,7.089281773,7.107005383,8433837
2020/7/16,7.186759472,7.248791265,7.133590329,7.151313095,13794370
2020/7/17,7.195621014,7.266513765,7.177898248,7.266513765,7626474
2020/7/20,7.195621014,7.248791,7.142451873,7.248791,3815609
2020/7/21,7.151312828,7.204482814,7.151312828,7.195621009,6473571
2020/7/22,7.177898407,7.195621173,7.142452031,7.151312991,5378349
2020/7/23,7.098143578,7.177898133,7.098143578,7.177898133,7121112
2020/7/24,7.071558475,7.142451647,7.071558475,7.098143468,9034999
2020/7/27,6.912050247,7.062697138,6.912050247,7.062697138,10918929
2020/7/28,6.699371338,6.867741834,6.672786767,6.867741834,13059920
2020/7/29,6.850018501,6.912049869,6.646201634,6.672786627,6909821
2020/7/30,6.894327164,6.912050352,6.796849415,6.850018981,4206552
2020/7/31,7.080420017,7.115866393,6.982942696,7.000665884,10869982
2020/8/3,6.920911312,7.018389055,6.876603554,7.018389055,9068831
2020/8/4,6.832295895,6.912050456,6.823434089,6.912050456,8507817
2020/8/5,6.761403084,6.867742217,6.752541278,6.841157222,9958140
2020/8/6,6.894327164,6.929773541,6.796849415,6.814572603,8374176
2020/8/7,7.107006073,7.434885285,7.098144267,7.42602348,38004104
2020/8/10,7.434884548,7.443745508,7.248790868,7.310821813,46128228
2020/8/11,7.301959991,7.532361851,7.284237227,7.488053671,22463551
2020/8/12,7.248791218,7.319683971,7.222205801,7.30196036,10179928
2020/8/13,7.098143578,7.239929078,7.018389022,7.239929078,26894216
2020/8/14,7.160175323,7.266514461,7.053836186,7.098144371,18841992
2020/8/17,7.186759472,7.266514031,7.124728524,7.1601749,23935667
2020/8/18,7.177898407,7.231067549,7.133590225,7.222205744,13497850
2020/8/19,7.107006073,7.204483403,7.107006073,7.17789883,13545662
2020/8/20,7.133590221,7.355130285,7.098143845,7.10700565,44773992
2020/8/21,7.266513824,7.346268382,7.160174697,7.213344683,31056047
2020/8/24,7.346268177,7.346268177,7.142451732,7.293098192,25501185
2020/8/25,7.417160511,7.753901477,7.381714138,7.452606884,102713980
2020/8/26,7.355130196,7.647563009,7.355130196,7.417161142,59504053
2020/8/27,7.408299446,7.426023057,7.195621187,7.399438486,52129985
2020/8/28,7.647562981,7.700732122,7.310821988,7.443745686,95636281
2020/8/31,7.567808151,7.975441881,7.567808151,7.762763634,341916319
2020/9/1,7.718455791,7.807072154,7.647563039,7.683009415,62072449
2020/9/2,7.762764454,7.789349026,7.683009891,7.745040842,36618152
2020/9/3,8.028613091,8.06405947,7.771626624,7.780487586,93600339
2020/9/4,7.957717896,8.028611486,7.869102386,7.913410563,57541891
2020/9/7,8.081782341,8.400799765,7.993166813,8.01088958,86350652
2020/9/8,8.188120842,8.285599014,8.064058943,8.117228087,49328882
2020/9/9,8.400797844,8.400797844,8.081780493,8.134950474,60914541
2020/9/10,8.1792593,8.560308506,8.152674727,8.418522991,65944612
2020/9/11,8.152673721,8.329905593,7.9045491,8.259012845,63405276
2020/9/14,7.89568758,8.303321323,7.886825775,8.294459518,62553877
2020/9/15,7.97544241,8.028612397,7.798210525,7.89568785,30670591
2020/9/16,7.904549122,8.04633462,7.869102747,8.04633462,30986484
2020/9/17,7.815933228,7.957718734,7.807072267,7.957718734,21514335
2020/9/18,7.674148083,7.824795402,7.665286277,7.798210829,34838555
2020/9/21,7.496916294,7.683009994,7.470331721,7.674148188,35632009
2020/9/22,7.355130196,7.434884753,7.293098404,7.408299337,23901871
2020/9/23,7.231067657,7.408299542,7.222205852,7.355130399,29322684
2020/9/24,7.151312828,7.301960136,7.151312828,7.186759204,38449358
2020/9/25,7.177898407,7.310822107,7.142452031,7.266513925,23240275
2020/9/28,7.558946609,7.594392985,7.195621046,7.257651993,38366638
2020/9/29,7.363992214,7.532362294,7.355130409,7.532362294,17749850
2020/9/30,7.337407112,7.443746248,7.31082254,7.426023481,8761142
2020/10/5,7.505777359,7.550085539,7.399438233,7.461469179,13552821
2020/10/6,7.558946609,7.603254791,7.461469287,7.488053858,12877125
2020/10/7,7.532362461,7.603255217,7.470331511,7.496916083,7633180
2020/10/8,7.532362461,7.629839789,7.488054278,7.612117022,9945233
2020/10/12,7.479192734,7.57667091,7.461469967,7.558947298,10698498
2020/10/13,7.57667017,7.594392935,7.479192003,7.585531975,16322878
2020/10/14,7.550085545,7.683009241,7.550085545,7.58553192,15410000
2020/10/15,7.620978832,7.647563404,7.541224271,7.576670649,9955703
2020/10/16,7.57667017,7.647562921,7.558946559,7.629839311,9503702
2020/10/19,7.603255272,7.647563456,7.558947088,7.585532505,7877549
2020/10/20,7.665285587,7.683009197,7.620978252,7.620978252,15917543
2020/10/21,7.629838467,7.691870251,7.629838467,7.674146642,9785379
2020/10/22,7.674148083,7.691871694,7.638701704,7.656425316,11772015
2020/10/23,7.798210621,7.833656998,7.691871489,7.700732449,20307725
2020/10/26,7.886826515,7.966581079,7.842519175,7.851380136,25992912
2020/10/27,7.789349079,7.886826409,7.709594516,7.886826409,14396409
2020/10/28,7.807071686,7.966579946,7.798209881,7.877964434,19681693
2020/10/29,7.824794292,7.904548844,7.629838817,7.798209724,23840623
2020/10/30,7.753902912,7.939996616,7.65642558,7.904550236,25912801
2020/11/2,7.647562981,7.780486679,7.638701175,7.753902108,12531352
2020/11/3,7.665285587,7.691871002,7.620978252,7.656424627,7764092
2020/11/4,7.69187212,7.753903074,7.603255747,7.709594887,8125130
2020/11/5,7.603255272,7.745040784,7.603255272,7.709594406,13273489
2020/11/6,7.372853279,7.434885074,7.266514147,7.266514147,55192253
2020/11/9,7.452607155,7.514638098,7.346268032,7.355129837,21250547
2020/11/10,8.196982384,8.196982384,8.196982384,8.196982384,82609794
2020/11/11,8.064059258,8.134952016,7.798210992,8.12609021,149114845
2020/11/12,7.984304428,8.143812706,7.94885805,7.975442622,33798276
2020/11/13,7.869103909,8.010889428,7.798211149,7.984304854,23004671
2020/11/16,7.89568758,7.966580331,7.877964815,7.957718526,16869195
2020/11/17,8.019749641,8.108365151,7.993165073,8.108365151,47263424
2020/11/18,8.170397758,8.241290511,8.010888643,8.046335019,53711188
2020/11/19,8.099504471,8.170397219,8.081780861,8.170397219,21626765
2020/11/20,8.064059258,8.134952016,8.046335645,8.099505637,17746341
2020/11/23,8.055196762,8.108365904,8.028612191,8.072919528,20715303
2020/11/24,8.188120842,8.276737209,8.055197137,8.090643515,56328003
2020/11/25,8.755263329,8.905910638,8.259013219,8.356491387,173242142
2020/11/26,8.861602783,8.950219149,8.772986417,8.799571834,94953858
2020/11/27,8.905911446,8.950219631,8.77298689,8.905911446,51153798
2020/11/30,8.666646957,8.95021881,8.666646957,8.861602448,53548156
2020/12/1,8.719816208,8.790708954,8.560307107,8.666646226,30328425
2020/12/2,9.083143234,9.481915207,8.826156777,8.843879543,146129666
2020/12/3,9.570530891,9.570530891,9.127450765,9.216066284,143426413
2020/12/4,9.614839554,9.924995151,9.481915002,9.74776326,130920834
2020/12/7,9.348991394,9.659146994,9.348991394,9.614839655,57367394
2020/12/8,9.570530891,9.65914641,9.127450765,9.348990828,56306283
2020/12/9,9.526222229,9.703454101,9.393298536,9.570530408,52170376
2020/12/10,9.393299103,9.570530986,9.304682739,9.43760644,44321820
2020/12/11,9.304682732,9.526222797,9.216066368,9.526222797,41039774
2020/12/14,9.74776268,9.880686379,9.17175886,9.304682558,112097692
2020/12/15,10.36807537,10.72254,9.792071512,9.92499522,359308594
2020/12/16,10.54530716,10.94407997,10.36807527,10.63392353,191255281
2020/12/17,10.41238213,10.63392217,10.27945844,10.54530581,82385947
2020/12/18,10.76684666,11.0326949,10.2794592,10.36807471,185348699
2020/12/21,11.47577572,11.60870027,10.81115549,10.81115549,232590322
2020/12/22,10.54530716,11.65300753,10.41238345,11.43146745,236350996
2020/12/23,10.36807537,10.45669174,9.747763328,10.45669174,146632202
2020/12/24,10.54530716,10.8554636,10.45669164,10.54530716,75744330
2020/12/25,10.58961391,10.81115396,10.54530574,10.67823027,66473309
2020/12/28,10.81115437,11.12131078,10.58961431,10.63392249,135243046
2020/12/29,10.89977169,11.0326954,10.58961525,10.89977169,109430757
2020/12/30,10.76684666,10.94407938,10.63392296,10.94407938,52743455
2020/12/31,10.67823124,10.94407948,10.63392306,10.81115494,101280112
2021/1/4,10.36807537,10.67823181,10.27945985,10.67823181,106809692
2021/1/5,10.0579195,10.36807509,9.88068677,10.32376691,75137659
2021/1/6,9.880685806,10.3237659,9.836378473,10.01361034,68403454
2021/1/7,9.570530891,10.0579192,9.437606347,10.0579192,87457743
2021/1/8,9.792071342,9.880686864,9.570531271,9.570531271,51690754
2021/1/11,9.659146309,9.792070852,9.570530792,9.792070852,30788574
2021/1/12,9.348991394,9.659146994,9.30468321,9.659146994,55977485
2021/1/13,9.393299103,9.614839168,9.348990921,9.348990921,31565314
2021/1/14,9.393299103,9.526222804,9.393299103,9.393299103,18030717
2021/1/15,9.083143234,9.393299683,8.994526865,9.393299683,58369007
2021/1/18,9.304682732,9.348990914,8.83501803,8.861602602,57352438
2021/1/19,9.260374069,9.437605943,9.127450375,9.348990429,30840122
2021/1/20,8.950218201,9.21606558,8.905910022,9.127450069,33167080
2021/1/21,8.950218201,9.21606558,8.905910022,8.994525534,24320690
2021/1/22,9.038834572,9.083142754,8.861602687,8.950219052,29439678
2021/1/25,8.994525909,9.08314227,8.905910394,8.950218574,20124530
2021/1/26,9.083143234,9.216066944,8.950219525,8.994526865,34470020
2021/1/27,9.659146309,9.836379034,9.348990731,9.393298912,133477524
2021/1/28,10.14653397,10.19084214,9.393298315,9.481913826,159431729
2021/1/29,9.74776268,10.41238286,9.614838982,10.27945916,121878665
2021/2/1,10.01361179,10.01361179,9.526223448,9.836379898,76088953
2021/2/2,9.969302177,10.27945858,9.836378486,10.2351504,87954640
2021/2/3,9.924994469,10.14653453,9.924994469,10.14653453,57021398
2021/2/4,9.969302177,10.01361036,9.88068582,9.969302177,28709598
2021/2/5,10.32376766,10.50100041,10.01361205,10.10222758,169788733
2021/2/17,10.45669079,10.98838641,10.32376625,10.94407908,126270311
2021/2/18,10.45669079,10.45669079,10.19084255,10.32376625,67724804
2021/2/19,10.23515034,10.45669038,10.19084216,10.36807403,51142045
2021/2/22,10.5010004,10.63392412,10.19084395,10.36807585,207043176
2021/2/23,10.89977169,11.47577554,10.7225398,10.81115532,286933917
2021/2/24,10.67823124,11.12131137,10.63392306,11.07700318,118458645
2021/2/25,11.74162292,11.74162292,10.81115452,10.94407906,573445205
2021/2/26,12.40624332,12.62778338,11.34285121,11.60869945,1012851016
2021/3/2,12.22901154,13.38102002,12.22901154,12.9379399,619360883
2021/3/3,12.67209053,12.84932239,11.91885405,12.36193413,414385275
2021/3/4,12.31762695,12.98224713,12.31762695,12.58347519,358899071
2021/3/5,12.09608746,12.40624389,11.96316375,12.05178012,180999347
2021/3/8,11.96316338,12.62778356,11.83023968,12.45055168,175113310
2021/3/9,12.62778473,12.67209291,11.87454811,12.14039638,264773161
2021/3/10,12.22901154,12.62778348,12.22901154,12.4505516,154242759
2021/3/11,12.40624332,12.49485969,12.22901145,12.31762696,91492511
2021/3/12,12.53916645,12.80501468,12.3176264,12.45055094,213221131
2021/3/15,12.53916645,12.80501468,12.45055094,12.62778281,124137843
2021/3/16,12.84932327,13.15947969,12.6720914,12.71639958,303928316
2021/3/17,13.07086372,13.38102015,12.93794002,13.02655554,254670544
2021/3/18,12.9379406,13.38102074,12.89363241,13.20378801,165118899
2021/3/19,13.24809551,13.33671188,12.98224727,13.07086363,178542698
2021/3/22,13.95702362,14.22287101,13.33671163,13.38101981,270387424
2021/3/23,13.38101959,14.08994709,13.38101959,14.04563975,175427769
2021/3/24,13.33671284,13.64686844,13.20378828,13.20378828,101834837
2021/3/25,13.07086372,13.46963567,12.93794002,13.46963567,91088861
2021/3/26,13.33671284,13.42532836,13.11517276,13.24809647,92592708
2021/3/29,13.69117546,13.8241,13.42532722,13.55825176,148157188
2021/3/30,13.46963596,13.9127161,13.46963596,13.9127161,106470989
2021/3/31,13.51394463,13.69117652,13.42532826,13.51394463,66215237
2021/4/1,13.51394463,13.60256099,13.15948084,13.55825281,116418255
2021/4/7,13.55825138,13.69117507,13.42532684,13.5139432,110087409
2021/4/8,14.40010357,14.4444109,13.64686704,13.69117522,284647216
2021/4/9,14.35579681,15.06472434,14.17856409,14.62164421,340387244
2021/4/12,15.15334034,15.19764768,14.26718011,14.5330275,226318354
2021/4/13,15.41918755,16.57119685,14.84318374,15.19764749,493423832
2021/4/14,15.46349621,16.26104005,14.75456703,15.77365093,416093314
2021/4/15,15.640728,15.99519176,15.33057157,15.46349696,214972710
2021/4/16,16.21673203,16.21673203,15.59642086,15.7736519,190731432
2021/4/19,17.32443237,17.54597244,16.21673205,16.26104108,347243329
2021/4/20,17.19150925,17.36874198,16.6155054,17.28012561,250659072
2021/4/21,18.21059227,18.34351766,17.147201,17.36874106,358359522
2021/4/22,18.25490189,20.02722242,17.72320539,18.60936566,536800010
2021/4/23,18.07766914,19.27398584,17.72320537,19.14106214,347850349
2021/4/26,17.81182289,18.03336297,16.92566257,17.28012636,335275411
2021/4/27,18.3435173,18.52074833,17.85612817,17.90043719,206560725
2021/4/28,19.67276001,20.11584017,18.69798331,18.74229065,365519341
2021/4/29,18.78659821,20.20445327,18.47644178,20.02722223,306498790
2021/5/3,17.63458824,18.5650575,17.59028091,18.16628472,247159336
2021/5/4,15.95088482,18.29920919,15.90657748,17.67889802,378524449
2021/5/5,16.34965706,16.83704451,15.1533404,15.99519161,212587919
2021/5/6,16.17242622,17.01427922,15.68503871,16.61550639,165719162
2021/5/7,15.28626537,15.95088561,14.62164514,15.77365287,297140773
2021/5/10,15.77365303,15.77365303,14.71026166,14.84318537,243745474
2021/5/11,14.53302765,15.77365165,14.22287123,15.1533405,274296290
2021/5/12,13.11517239,14.488721,13.11517239,14.26718093,308440355
2021/5/13,13.55825138,13.60255956,12.00747101,12.31762658,318409767
2021/5/14,13.38101959,14.35579617,13.026555,14.04563975,173547466
2021/5/17,12.14039516,13.11517177,12.05177965,12.40624341,165749905
2021/5/18,13.33671284,13.33671284,12.22901245,12.71640079,134201785
2021/5/19,14.04563999,14.22287102,13.33671164,13.46963533,203213632
2021/5/20,13.38101959,14.13425527,13.38101959,13.69117516,107238202
2021/5/21,13.64686775,13.95702418,13.38102035,13.55825223,91552106
2021/5/24,13.60256004,14.00133198,13.24809544,13.38101998,103524456
2021/5/25,13.60256004,13.91271562,13.42532732,13.77979192,64675510
2021/5/26,13.82410049,13.86840783,13.38102036,13.60256043,78469952
2021/5/27,15.19764805,15.19764805,13.77979215,13.95702403,311502822
2021/5/28,16.03949928,16.34965568,15.64072653,15.72934289,370202146
2021/5/31,15.55211163,16.26104084,15.50780429,16.26104084,184273385
2021/6/1,16.65981102,16.70412004,15.41918708,15.81795985,227694003
2021/6/2,16.52688789,17.19150806,16.30534784,16.57119692,324159659
2021/6/3,18.16628647,18.16628647,17.72320631,17.72320631,171912697
2021/6/4,18.16628647,19.98291444,18.16628647,18.96383041,1281180620
2021/6/7,16.70412254,18.38782683,16.48258246,18.38782683,446885221
2021/6/8,17.41304779,17.7232042,16.79273666,16.83704399,286911391
2021/6/9,16.65981102,17.45735655,16.52688733,17.41304753,189622531
2021/6/10,16.70412254,17.05858634,16.17242601,16.83704625,153652877
2021/6/11,16.48258209,17.01427862,16.43827306,16.88135322,122083076
2021/6/15,16.61550522,17.01427802,16.39396515,16.39396515,96627038
2021/6/16,16.57119751,17.19150868,16.48258115,16.83704491,157980993
2021/6/17,16.9699688,17.01427782,16.39396496,16.57119769,78934666
2021/6/18,17.14720154,17.50166531,16.74842874,16.96996881,164352318
2021/6/21,18.74228859,18.83090495,17.14720085,17.19150818,603523671
2021/6/22,17.63458824,19.93860518,17.54597188,19.31829234,813053367
2021/6/23,17.28012466,18.07766854,16.92566091,17.85612848,224323845
2021/6/24,17.50166512,17.94474524,17.14720135,17.36874141,132408248
2021/6/25,17.76751137,18.1219768,17.36874029,17.63458768,147238107
2021/6/28,17.28012466,17.63458842,17.14720097,17.50166472,123424082
2021/6/29,16.83704567,17.28012582,16.7484293,17.23581848,142052670
2021/6/30,16.88135147,17.3687406,16.83704414,16.96996783,99293890
2021/7/1,16.9699688,17.45735796,16.88135243,17.19150886,123884689
2021/7/2,16.83704567,17.19150945,16.83704567,17.14720211,62287814
2021/7/5,17.0142765,17.10289117,16.7041201,16.92566015,76081573
2021/7/6,17.10289192,17.36874101,16.92566089,17.10289192,74671431
2021/7/7,16.92566109,17.50166491,16.83704472,17.19150849,93378372
2021/7/8,16.9699688,17.19150886,16.61550503,16.9699688,88906829
2021/7/9,16.65981102,17.05858378,16.65981102,16.88135107,62933846
2021/7/12,16.48258209,16.96996959,16.39396572,16.88135322,60708399
2021/7/13,15.77365303,16.61550601,15.68503835,16.52688964,130900204
2021/7/14,15.55211163,15.95088441,15.1090315,15.68503701,88182560
2021/7/15,16.48258209,16.48258209,15.68503815,15.68503815,87551796
2021/7/16,16.12811852,16.52688965,15.99519311,16.3496586,54252025
2021/7/19,16.12811852,16.21673319,15.90657843,15.99519311,29454201
2021/7/20,15.72934532,15.90657806,15.64072895,15.77365266,38638140
2021/7/21,15.19764805,16.0838083,15.06472435,15.9508846,74208628
2021/7/22,15.24195766,15.55211241,15.06472493,15.46349774,48097143
2021/7/23,15.9065752,16.03949889,15.28626243,15.33056976,62842004
2021/7/26,15.640728,16.17242448,15.59642066,16.12811715,42265332
2021/7/27,15.68503571,16.21673046,15.68503571,16.03949944,50242615
2021/7/28,15.46349621,15.95088364,15.1533398,15.68503626,36297919
2021/7/29,15.77365303,15.77365303,15.3748819,15.64072932,25443885
2021/7/30,15.28626537,15.77365287,15.28626537,15.77365287,27662243
2021/8/2,15.41918755,15.46349657,15.06472379,15.28626385,35570642
2021/8/3,15.19764805,15.37488078,15.10903168,15.24195708,24821767
2021/8/4,15.19764805,15.33057175,15.10903168,15.19764805,23516057
2021/8/5,15.15334034,15.41918773,15.10903131,15.33057137,26279771
2021/8/6,15.15334034,15.3748804,14.97610762,15.15334034,53634954
2021/8/9,16.65981102,16.65981102,15.95088354,16.0394999,142341097
2021/8/10,15.77365303,16.57119867,15.59642198,16.57119867,222380018
2021/8/11,15.46349621,15.95088364,15.24195616,15.68503626,131060918
2021/8/12,15.55211163,15.86226805,15.46349695,15.77365169,52734716
2021/8/13,15.46349621,16.12811636,15.37487985,15.72934359,120607246
2021/8/16,15.15334034,15.5078041,15.06472398,15.46349676,55240062
2021/8/17,15.15334034,15.15334034,15.15334034,15.15334034,0
2021/8/18,15.06472492,15.19764863,14.35579737,14.88749219,74153143
2021/8/19,14.79887676,15.28626422,14.79887676,15.06472416,46327953
2021/8/20,14.66595173,15.02041719,14.57733705,14.79887712,32613206
2021/8/23,15.33057117,15.41918753,14.97610742,14.97610742,64032185
2021/8/24,15.06472492,15.46349773,15.06472492,15.28626499,42559348
