Date,Open,High,Low,Close,Volume
2023-03-20 00:00:00+08:00,112.4298945521668,112.52441894023994,111.39019118414745,111.6264877319336,7107479
2023-03-21 00:00:00+08:00,112.00456005015016,112.24085659034036,111.72100131744268,112.1463394165039,3591870
2023-03-22 00:00:00+08:00,112.90247843249699,114.27300262451172,112.90247843249699,114.27300262451172,14242127
2023-03-23 00:00:00+08:00,114.03671603331759,115.5962746995546,113.84767446732614,115.17093658447266,15532979
2023-03-24 00:00:00+08:00,115.31271278175848,115.59627151734044,114.88738188958372,115.50174713134766,13457394
2023-03-27 00:00:00+08:00,115.07641303677299,115.21819240061846,114.55655777307223,114.79285430908203,10644595
2023-03-28 00:00:00+08:00,114.32026310003675,114.50930465864403,113.61137348045521,113.8004150390625,9741489
2023-03-29 00:00:00+08:00,114.03671837202454,114.41479430056275,113.56412526415141,113.98945617675781,3074427
2023-03-30 00:00:00+08:00,114.74559825541876,115.02914976925975,114.13122582529971,114.55655670166016,11380614
2023-03-31 00:00:00+08:00,115.02916378924559,115.64353629424558,114.74561224084475,114.93464660644531,14951640
2023-04-06 00:00:00+08:00,114.2257438298057,114.36752319335938,113.61137139520507,114.36752319335938,7501419
2023-04-07 00:00:00+08:00,114.60381972888284,114.79285407282242,114.1784888494198,114.36752319335938,4413859
2023-04-10 00:00:00+08:00,114.60381972888284,114.98189562795999,114.27300602138958,114.36752319335938,3781028
2023-04-11 00:00:00+08:00,114.36752552122464,114.50930488766413,113.8004152666648,114.22574615478516,5941498
2023-04-12 00:00:00+08:00,114.22575124133886,114.22575124133886,113.56412378342266,113.94219970703125,2892170
2023-04-13 00:00:00+08:00,113.46960044636734,113.56411761933963,112.94974517822266,112.94974517822266,6550004
2023-04-14 00:00:00+08:00,113.42234019485593,114.27300918855698,113.28056082737272,114.03671264648438,3090804
2023-04-17 00:00:00+08:00,113.75314331054688,113.89492266481726,113.2332952931521,113.75314331054688,5689168
2023-04-18 00:00:00+08:00,113.75315219780535,113.80041438998713,113.18604194761433,113.37507629394531,4834638
2023-04-19 00:00:00+08:00,113.42233802068453,113.46960021267238,112.28811752495692,112.5244140625,7784785
2023-04-20 00:00:00+08:00,112.33537483095968,112.8552301087941,111.91004393905746,112.38263702392578,6407963
2023-04-21 00:00:00+08:00,112.90248209812533,112.99700648155222,112.00455814515394,112.09907531738281,4806238
2023-04-24 00:00:00+08:00,111.34293049395649,112.00455790936383,111.2484061107286,111.67374420166016,6558848
2023-04-25 00:00:00+08:00,111.81552284637146,111.81552284637146,110.16144710729021,110.20870208740234,18527751
2023-04-26 00:00:00+08:00,110.1614449524354,110.20869993162319,109.31077600387958,109.7361068725586,12953105
2023-04-27 00:00:00+08:00,109.68885612531449,110.25596637583232,109.16900085580761,109.64159393310547,9460850
2023-04-28 00:00:00+08:00,110.44499613149604,111.10663073893028,110.44499613149604,110.96485137939453,5640935
2023-05-02 00:00:00+08:00,111.01211653544807,111.53197183100417,110.68130280700258,111.2484130859375,5164549
2023-05-03 00:00:00+08:00,110.91760488008082,110.91760488008082,110.39775676983992,110.77582550048828,4178432
2023-05-04 00:00:00+08:00,110.58678647305102,111.05937957763672,110.30322772582022,111.05937957763672,3707200
2023-05-05 00:00:00+08:00,111.24840926887387,111.57923019716695,110.96485774473463,111.34293365478516,2218751
2023-05-08 00:00:00+08:00,112.00456428274748,112.38264020357872,111.86278491103597,112.05182647705078,6011209
2023-05-09 00:00:00+08:00,112.09907828852552,112.4771541986598,111.81552676432344,112.38263702392578,4636210
2023-05-10 00:00:00+08:00,112.28811982431237,112.28811982431237,111.20115428711644,111.34293365478516,4075119
2023-05-11 00:00:00+08:00,111.76826347521087,111.957297822825,111.10663604736328,111.10663604736328,3684964
2023-05-12 00:00:00+08:00,110.72857051475663,111.05938425967335,110.35049457290947,110.77582550048828,3813349
2023-05-15 00:00:00+08:00,110.53952893823366,110.91760488008082,110.25597739024738,110.77582550048828,4119699
