Date,Open,High,Low,Close,Volume
2023-03-21 00:00:00+08:00,84.65224076805184,85.4968876465216,84.55839270603256,84.93379211425781,3899869
2023-03-22 00:00:00+08:00,85.12148556448281,85.40303690184479,84.93378944634014,85.30918884277344,3623154
2023-03-23 00:00:00+08:00,85.40303536374557,85.77843475341797,85.21533924898328,85.77843475341797,4421133
2023-03-24 00:00:00+08:00,85.68458669603683,85.87228281079912,85.30918730636442,85.77843475341797,4407399
2023-03-27 00:00:00+08:00,85.77843210385669,86.1538314819336,85.77843210385669,86.1538314819336,3793355
2023-03-28 00:00:00+08:00,86.15383755632848,86.81078114417109,85.87228621288276,86.62308502197266,5676103
2023-03-29 00:00:00+08:00,86.62308502197266,86.9046292052703,86.34153367852691,86.62308502197266,3847024
2023-03-30 00:00:00+08:00,86.810782266414,86.810782266414,86.15383867007878,86.71693420410156,3995309
2023-03-31 00:00:00+08:00,86.62307891449282,86.9046230779398,86.1538314819336,86.1538314819336,4699195
2023-04-06 00:00:00+08:00,86.24768220047152,86.52922637261496,85.40303536374557,85.77843475341797,5805242
2023-04-07 00:00:00+08:00,85.77844284760835,85.77844284760835,85.21534729003906,85.21534729003906,4549540
2023-04-10 00:00:00+08:00,85.30918801015991,86.5292270864757,85.21533995200453,86.43537902832031,4843431
2023-04-11 00:00:00+08:00,86.62308076948871,86.90462493896484,86.2476813833728,86.90462493896484,4995744
2023-04-12 00:00:00+08:00,86.71692882598076,87.09232821209667,86.15383332688076,86.90462493896484,4671496
2023-04-13 00:00:00+08:00,87.09233428988007,87.65542982827598,86.71693487756671,87.3738784790039,5780513
2023-04-14 00:00:00+08:00,87.28002550981608,88.03082429223923,86.90462611860451,87.56157684326172,5451563
2023-04-17 00:00:00+08:00,87.56157754836455,88.50007245387694,87.37387427117334,88.21852111816406,5646442
2023-04-18 00:00:00+08:00,88.03082811187512,88.03082811187512,87.280029296875,87.280029296875,4734288
2023-04-19 00:00:00+08:00,87.74927062988282,88.12467001113109,86.62307964628562,86.81077575683594,6823534
2023-04-20 00:00:00+08:00,86.62308230477896,86.99847453740051,85.9661315773955,86.43537902832031,5066061
2023-04-21 00:00:00+08:00,86.81077575683594,87.37387124863453,86.24768026503735,86.81077575683594,7063930
