Date,Open,High,Low,Close,Volume
2023-07-11 00:00:00+08:00,560.8788192987029,563.8102416992188,556.970256098015,563.8102416992188,17850636
2023-07-12 00:00:00+08:00,560.8788511282845,564.7874145507812,558.9245694170362,564.7874145507812,15588228
2023-07-13 00:00:00+08:00,573.5816620133882,576.5130844768296,571.6273803710938,571.6273803710938,25442137
2023-07-14 00:00:00+08:00,575.5358918733807,577.4901733398438,573.5816104069175,577.4901733398438,23121873
2023-07-17 00:00:00+08:00,574.5587511401492,577.4901733398438,573.5816104069175,577.4901733398438,13807834
2023-07-18 00:00:00+08:00,573.5815942340791,574.558734939759,566.7416092943201,567.71875,20932006
2023-07-19 00:00:00+08:00,570.6501721170396,573.5815942340791,565.7644685886403,567.71875,22499123
2023-07-20 00:00:00+08:00,566.7416671726576,570.650230394538,564.7873855617174,565.7645263671875,15108109
2023-07-21 00:00:00+08:00,547.1988525390625,550.130274963379,544.2674301147462,547.1988525390625,46711021
2023-07-24 00:00:00+08:00,544.2674270684573,550.1302718842755,544.2674270684573,545.2445678710938,25268835
2023-07-25 00:00:00+08:00,548.1759767984884,555.9931030273438,548.1759767984884,555.9931030273438,19590349
2023-07-26 00:00:00+08:00,555.9930676571472,557.947349090037,550.1302233584778,553.0616455078125,13314305
2023-07-27 00:00:00+08:00,556.9702438059506,556.9702438059506,553.061680691523,555.9931030273438,12200358
2023-07-28 00:00:00+08:00,555.9930386551683,559.9016013170676,552.0844759932692,554.0387573242188,18540078
2023-07-31 00:00:00+08:00,561.8559413673603,561.8559413673603,547.1988298534292,552.0845336914062,24208467
2023-08-01 00:00:00+08:00,552.0844759932692,555.0158979896936,551.1073353277943,554.0387573242188,16259643
2023-08-02 00:00:00+08:00,554.0388088940299,555.9930904068837,545.2445420861882,548.1759643554688,25583234
2023-08-04 00:00:00+08:00,543.2902188628159,547.1987815884477,539.3816561371841,541.3359375,26279173
2023-08-07 00:00:00+08:00,545.2445678710938,548.1759902790028,543.290286265821,545.2445678710938,14369551
2023-08-08 00:00:00+08:00,545.2445585831352,545.2445585831352,538.4045730811962,539.3817138671875,19010690
2023-08-09 00:00:00+08:00,537.4273747743682,544.2673595442238,537.4273747743682,541.3359375,14389090
2023-08-10 00:00:00+08:00,539.381742889349,541.3360245664843,537.4274612122136,538.4046020507812,17892615
2023-08-11 00:00:00+08:00,543.290267553085,545.2445490910457,533.5188598632812,533.5188598632812,17608427
2023-08-14 00:00:00+08:00,527.6560379000115,530.5874603327894,524.7246154672337,528.6331787109375,20939030
2023-08-15 00:00:00+08:00,530.5874924325416,532.5417741726245,527.656069822417,529.6103515625,14066307
2023-08-16 00:00:00+08:00,528.6332106924585,530.5874924325416,523.747506342251,529.6103515625,28269840
2023-08-17 00:00:00+08:00,527.6560121424058,533.5188567217659,524.7245898527258,531.5645751953125,22843138
2023-08-18 00:00:00+08:00,527.6559736998493,531.5645364679963,526.6788330078125,526.6788330078125,17592345
2023-08-21 00:00:00+08:00,531.5645949720671,531.5645949720671,521.7931869762571,524.724609375,16633821
2023-08-22 00:00:00+08:00,531.5646011437153,531.5646011437153,525.7017562781597,528.6331787109375,14594304
